Name Company,Company Overview,Company Size,Company Address,Industry,company_id
CÔNG TY TNHH ĐẦU TƯ VÀ CÔNG NGHỆ MEIKO,CÔNG TY TNHH ĐẦU TƯ VÀ CÔNG NGHỆ MEIKO,100-499,"Số 77, Ngõ 23, Đường Nguyễn Khuyến, Phường Văn Quán, Quận Hà Đông, TP Hà Nội, Việt Nam",Nhân viên kinh doanh,C_9fb7c18f
CÔNG TY TNHH ĐẦU TƯ VÀ CÔNG NGHỆ TIMI VIỆT NAM,"TIMI thành lập ngày 14/12/2021, là công ty hàng đầu tại Việt Nam trong lĩnh vực sản xuất và phát hành nội dung trên các nền tảng MXH lớn như: YouTube, Facebook, Tiktok,... Các dịch vụ của Công ty là tạo ra các video giải trí tới khắp mọi khán giả trên thế giới.1. Tầm nhìnTới năm 2025 TIMI trở thành công ty kinh doanh video trên nền tảng số có thương hiệu trên toàn thế giới; chiếm lĩnh và khẳng định vị thế số 1 nội dung về DIY Handmade và Miniature trên các nền tảng.2. Sứ mệnh- Đối với người xem: Mang tới những sản phẩm hấp dẫn, cuốn hút và tạo sự thoải mái, thích thú cho người xem.- Đối với đối tác: Xây dựng niềm tin thông qua chất lượng sản phẩm và sự phát triển ổn định, bền vững.- Đối với nhân viên: Xây dựng, tạo điều kiện thoả mãn nhu cầu và mong muốn trong công việc nhằm nâng cao tính sáng tạo, lòng nhiệt huyết và sự toàn tâm toàn ý trong công việc.3. Tuyên ngôn giá trị- Cam kết- Minh bạch- Ghi nhận- Sáng tạo- Kỷ luậtVới TIMI, thái độ hơn trình độ, TIMI đánh giá cao bạn làm được gì chứ không quá coi trọng bằng cấp bạn ở đâu.",10-24,"HPC Landmark 105, Hà Đông, Hà Nội",Mỹ thuật / Nghệ thuật / Điện ảnh,C_4c5e29d0
CÔNG TY TNHH ĐẦU TƯ VÀ CÔNG NGHỆ YUMUP VIỆT NAM,"YumUp thành lập ngày 29/10/2019, là công ty hàng đầu tại Việt Nam trong lĩnh vực sản xuất và phát hành nội dung trên các nền tảng MXH lớn như: YouTube, Facebook, Tiktok,... Các dịch vụ của Công ty là tạo ra các video giải trí tới khắp mọi khán giả trên thế giới. YumUp tự hào khi đã và đang là đối tác chiến lược của các công ty trong và ngoài nước như Gas Media Group, BBTV, Acifin,.. và được TikTok lựa chọn để mở 1 mạng đa kênh tại Việt Nam.. 1. Tầm nhìnTới năm 2023 YumUp trở thành công ty kinh doanh video trên nền tảng số có thương hiệu trên toàn thế giới; chiếm lĩnh và khẳng định vị thế số 1 nội dung về Ẩm thực và Làm đẹp trên các nền tảng.2. Sứ mệnh- Đối với người xem: Mang tới những sản phẩm hấp dẫn, cuốn hút và tạo sự thoải mái, thích thú cho người xem.- Đối với đối tác: Xây dựng niềm tin thông qua chất lượng sản phẩm và sự phát triển ổn định, bền vững.- Đối với nhân viên: Xây dựng, tạo điều kiện thoả mãn nhu cầu và mong muốn trong công việc nhằm nâng cao tính sáng tạo, lòng nhiệt huyết và sự toàn tâm toàn ý trong công việc.3. Tuyên ngôn giá trị- Cam kết- Minh bạch- Ghi nhận- Sáng tạo- Kỷ luậtVới YumUp, thái độ hơn trình độ, YumUp đánh giá cao bạn làm được gì chứ không quá coi trọng bằng cấp bạn ở đâu.",100-499,"Tòa nhà CT36, Số 50 Ngõ 28 Xuân La, Tây Hồ, Hà Nội",Ngành nghề,C_c366fbad
CÔNG TY TNHH ĐẦU TƯ VÀ DỊCH VỤ Ô TÔ HẢI DƯƠNG,Đang cập nhật,100-499,Số 118 - An Định - Bình Hàn - Hải Dương,Kinh doanh / Bán hàng,C_62deb6b5
CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN BẤT ĐỘNG SẢN NAM VIỆT,"Với Nam Việt Real công việc là đam mê Với tôn chỉ ""Con người theo trước sự theo sau"" Đến với ngôi nhà chung của Nam Việt Real, bạn sẽ trở thành một thành viên của Nam Việt Real luôn nỗ lực đem lại giá trị mới cho thị trường. Chúng tôi tuyển dụng những tài năng đầy đam mê với môi trường khởi nghiệp và sẵn sàng vượt qua mọi giới hạn bản thân.MÔI TRƯỜNG LÀM VIỆC CHUYÊN NGHIỆP Là thành viên trong Đại Gia Đình Nam Việt Real, bạn sẽ được sống và làm việc trong 1 môi trường làm việc trẻ trung, hiện đại, năng động và chuyên nghiệp, thỏa sức đam mê & sáng tạo. Trong một môi trường việc làm chuyên nghiệp, bạn sẽ được sống và tiếp xúc, học hỏi những người thành công, giàu có qua đó trực tiếp & gián tiếp phát triển bản thân. Tất cả thành viên Nam Việt Real đều coi đây như ngôi nhà thứ 2 của mình, nơi để gắn bó để phát triển cũng như dành phần lớn thời gian hằng ngày để sống và làm việc. Ở bất cứ vai trò và vị trí nào, chúng tôi luôn tự hào là ""Người Nam Việt Real"". Đây là nơi tập trung những con người ưu tú có khát vọng lớn, có tài năng, bản lĩnh và tinh thần cháy hết mình với công việc. Nam Việt Real luôn cam kết tạo mọi điều kiện thuận lợi nhất giúp bạn đạt được mục tiêu nghề nghiệp, tự tin tỏa sáng và phát triển lâu dài.",25-99,"LK1-28 Đường N2, KDC Saigon Mystery Villas, Phường Bình Trưng Tây, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",Kinh doanh / Bán hàng,C_359aa30f
CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN BẤT ĐỘNG SẢN PHÚ MỸ KIM,Đang cập nhật,25-99,622/3 Cộng Hòa - Phường 13 - Quận Tân Bình - Tp Hồ Chí Minh,Bất động sản,C_8bdc5a09
CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN DỊCH VỤ THƯƠNG MẠI SÀI GÒN,"GIỚI THIỆU VỀ PHÒNG KHÁM DA LIỄU SÀI GÒN Phòng Khám Da Liễu Sài Gòn (SGC) là một trong những địa chỉ làm đẹp và điều trị các vấn đề da uy tín tại khu vực phía Nam.Trong hành trình hơn 1 thập niên hoạt động, Phòng Khám Da Liễu Sài Gòn đã tiếp nhận và điều trị thành công hơn 500.000 bệnh nhân. Phòng Khám Da Liễu Sài Gòn được thành lập với tiêu chí: “Kết quả chuẩn vàng – An toàn điều trị” nhằm đem đến cho khách hàng phương pháp điều trị chuẩn Y Khoa, khoa học, hiệu quả và đảm bảo an toàn cho làn da của bạn.ĐỘI NGŨ BÁC SĨ DA LIỄU CHUYÊN MÔN CAO Phòng khám da liễu Sài Gòn quy tụ đội ngũ bác sĩ da liễu ưu tú giàu kinh nghiệm, chuyên môn sẽ thăm khám, lên phác đồ, trực tiếp điều trị và ký cam kết bằng văn bản với bệnh nhân. Với tiêu chí “Chăm sóc da là chăm sóc sức khỏe”, các bác sĩ tại PKDL SG luôn tận tâm tư vấn đúng bệnh, đúng thuốc và phương pháp điều trị phù hợp nhất theo từng tình trạng da của khách hàng.Tại PKDL SG, quy trình thăm khám, điều trị đều tuân thủ theo phác đồ chuẩn y khoa, nhanh chóng, tiết kiệm thời gian và tối ưu chi phí nhất cho khách hàng. CƠ SỞ VẬT CHẤT, TRANG THIẾT BỊ HIỆN ĐẠI PKDL SG luôn dành trọn tâm huyết của mình để thực hiện sứ mệnh mang đến cho khách hàng những dịch vụ làm đẹp, thẩm mỹ uy tín tốt nhất. PKDL SG không ngừng nâng cấp chất lượng dịch vụ, cơ sở vật chất, đầu tư trang thiết bị công nghệ cao hiện đại, tiên tiến bậc nhất thế giới. Tất cả các máy móc đều được nhập khẩu chính hãng, nguồn gốc rõ ràng và được kiểm định chất lượng an toàn, phù hợp với làn da người Việt.Cơ sở hạ tầng tiện nghi, sạch sẽ, đảm bảo thăm khám và điều trị an toàn trong một không gian lịch sự, sang trọng nhưng vẫn tạo được cảm giác thoải mái và thân thiện cho khách hàng.",25-99,"Số 35A1 Đường 3/2, Phường 11, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",Marketing / Truyền thông / Quảng cáo,C_ff5cc5f7
CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN GIÁO DỤC CÁNH BUỒM,Đang cập nhật,25-99,"Văn phòng công ty: Số 20 Nguyễn Quyền, Nguyễn Du, HN",Thư ký / Trợ lý,C_000e4100
CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN REAL LAND,"CÔNG TY ĐẦU TƯ VÀ PHÁT TRIỂN REAL LAND Real Land ra đời dựa trên tầm nhìn chiến lược và tiềm năng phát triển của thị trường bất động sản khu vực Tp HCM. Với phương châm mang đến cho khách hàng và đối tác những sản phẩm và dịch vụ tốt nhất mà chúng tôi cung cấp ra thị trường. Real Land quan niệm rằng chất lượng sản phẩm, dịch vụ và đạo đức kinh doanh là nền tảng vững chắc trong việc xây dựng mối quan hệ lâu bền và mãi mãi với khách hàng và đối tác. Vì vậy, chúng tôi luôn mang bên mình một sứ mệnh đó là tạo dựng uy tín trong hoạt động của mình, tạo dựng niềm tin tuyệt đối đối với khách hàng và đối tác.Real Land sở hữu một đội ngũ quản lý và nhân viên chuyên nghiệp, giàu kinh nghiệm, có đạo đức và uy tín trong nghề nghiệp. Với phong cách chuyên nghiệp và tận tụy, được đào tạo một cách bài bản và liên tục để cập nhật thường xuyên kiến thức thị trường cũng như kỹ năng làm việc. Mỗi nhân viên đều có một sứ mệnh cho mình và tất cả cùng hợp lực để hướng tới một mục tiêu chung: phục vụ khách hàng một cách tốt nhất làm thoả mong ước của quí khách hàng khi đến với Real Land Với phương châm “SẢN PHẨM THẬT – GIÁ TRỊ THẬT “ Chúng tôi sẽ mang đến những sản phẩm phù hợp nhất cho cho Quý khách hàng Welcome to ● Tầm nhìn (Vision) Bằng nhiệt huyết và khát vọng vươn lên cùng chiến lược đầu tư – phát triển bền vững, Real Land phấn đấu trở thành đơn vị đầu tư và phát triển dự án được sự tín nhiệm của khách hàng, hướng đến một phong cách hợp tác cởi mở, chia sẻ, đồng hành và chuyên nghiệp. ● Sứ mệnh (Mission) • Tối ưu giải pháp tái đầu tư sinh lợi, an toàn và đa tiện ích cho khách hàng • Tối đa hoá giá trị gia tăng cho đối tác, nhà đầu tư và cổ đông • Mang lại giá trị về nghề nghiệp và sự thịnh vượng cho cán bộ nhân viên công ty • Đồng hành cùng sự phát triển chung của cộng đồng xã hội ● Giá trị cốt lõi Con người – Đoàn kết – Chính trực – Kỷ luật – Khát vọng – Khác biệt ● Lĩnh vực hoạt động • Đầu tư và phát triển dự án bất động sản • Tư vấn, thiết kế, giám sát và xây dựng • Kinh doanh bất động sản ● Business Activities • Projects investment and development",25-99,"42/5-7 Đường Hồ Đắc Di, Phường Tây Thạnh, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",Kinh doanh / Bán hàng,C_dcb85e9b
CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN THƯƠNG MẠI QUỐC CƯỜNG,"Đệm Mỹ Quốc Cường xin gửi lời chào trân trọng và lời cảm ơn chân thành nhất đến quý khách hàng đã và đang sử dụng sảm phẩm đệm Quốc Cường.Tiền thân là Hợp Tác Xã Quốc Cường được thành lập từ năm 1995 sau này chuyển đổi thành Công ty TNHH Đầu tư & PTTM Quốc Cường với Uy Tín và Chất Lượng được khẳng định suốt 27 năm qua. Đệm Mỹ Quốc Cường được lắp ráp tại Việt Nam trên dây truyền, công nghệ, máy móc, vật tư theo tiêu chuẩn Mỹ, với các nhà cung cấp hàng đầu của Mỹ. Sản phẩm đệm Quốc Cường bảo hành lò xo 20 năm không bị gãy hỏng, lún, võng. Đệm Mỹ Quốc Cường được Cục Tiêu Chuẩn Đo Lường Chất Lượng cấp đăng ký chất lương số HN-0855/97.Trong suốt quá trình 27 năm hình thành và phát triển Đệm Mỹ Quốc Cường luôn thấu hiểu sự quan tâm, tín nhiệm của khách hàng là giá trị và động lực phát triển bền vững nhất. Xuất phát từ chính những suy nghĩ đó cán bộ công nhân viên công ty luôn phấn đấu, thi đua, sáng tạo trong sản xuất kinh doanh hướng tới nâng cao chất lượng sản phẩm, dịch vụ, đáp ứng cao nhất nhu cầu của khách hàng. Với ý nghĩa đó, Đệm Mỹ Quốc Cường mong muốn tiếp tục được phục vụ quý khách hàng, là người bạn thân thiết cùng quý khách hàng vun đắp một cuộc sống tốt đẹp hơn.TRIẾT LÝCam kết trách nhiệmSỨ MỆNHSản xuất và kinh doanh các sản phẩm đệm, chăn ga gối Việt Nam chất lượng. Góp phần nâng cao sức khoẻ giấc ngủ cho con người và tạo ra nhiều giá trị gia tăng cho cá nhân, công ty và xã hộiTẦM NHÌNTop 3 trong lĩnh vực sản xuất, kinh doanh đệm, chăn ga gối tại Việt NamGIÁ TRỊ CỐT LÕIThấu hiểu và vận dụng hài hoà các giá trị cốt lõi. Để sản xuất, kinh doanh và tạo lập môi trường doanh nghiệp bền vững.– Cam kết trách nhiệm: Mọi nhân viên trong doanh nghiệp luôn cam kết hoạt động trách nhiệm với mọi công việc được giao, từ đó có được uy tín và sự thành công.– Thái độ tích cực: Mọi nhân viên trong doanh nghiệp luôn cam kết hoạt động với thái độ tích cực, thẳng thắn, cởi mở, lễ phép và tôn trọng, nêu cao tinh thần lạc quan.– Tinh thần hỗ trợ: Mọi nhân viên trong doanh nghiệp luôn cam kết hỗ trợ lẫn nhau nhiệt tình trong công việc– Học tập suốt đời: Mọi nhân viên trong doanh nghiệp luôn cam kết học tập, trau dồi mỗi ngày để có tư duy quản lý tố hơn, phương pháp làm việc hay hơn và kỹ năng lao động giỏi hơn.– Truyền thống và đổi mới: Mọi nhân viên trong doanh nghiệp luôn cam kết duy trì và phát huy những truyền thống tốt đẹp của doanh nghiệp(Sự tri ân, sự ghi nhận, tinh thần học tập, thái độ tích cực, cam kết trách nhiệm….), bên cạnh đó luôn tìm tòi đổi mới tư duy, cách làm, công cụ để xây dựng môi trường doanh nghiệp ngày càng phát triển.– Sự ghi nhận: Mỗi bộ phận, mỗi cấp độ trong doanh nghiệp phải luôn kịp thời tuyên dương, động viên, khích lệ tinh thần cho những đóng góp của thành viên với bộ phận và doanh nghiệp một cách xứng đáng nhất.PHƯƠNG CHÂMSản xuất hàng hoá chất lượng, kinh doanh uy tín, bán hàng đúng giá trị",25-99,"65A Nghi Tàm, Yên Phụ, Tây Hồ, Hà Nội",Kinh doanh / Bán hàng,C_675de441
CÔNG TY TNHH ĐẦU TƯ VÀ QUẢN LÝ BẢO LÂM HOLDINGS,"Với kinh nghiệm hoạt động trong nhiều lĩnh vực, Bảo Lâm holdings hướng tới trở thành doanh nghiệp có sức ảnh hưởng lớn trong nước và từng bước vươn ra châu lục, góp phần khẳng định vị thế đất nước trên con đường hội nhập quốc tế.",100-499,"Tầng 8, Tòa Hapulico Center Building, Số 1 Nguyễn Huy Tưởng, Thanh Xuân, Hà Nội",Thiết kế đồ họa,C_0643607c
CÔNG TY TNHH ĐẦU TƯ VÀ THƯƠNG MẠI DỊCH VỤ HỒNG PHÚC,"Hoạt động của các trung tâm, đại lý tư vấn, giới thiệu và môi giới lao động, việc làm",25-99,"201 trần quốc hoàn, cầu giấy","nhân viên trực điện thoại, Lễ Tân Văn Phòng",C_264dbe0c
